,ID,POS,NEG,Lemme,Definicija
5674,BILI-00000093,0.0,0.5,popadija,Popova žena (u pravoslavnoj crkvi).
5675,ENG30-10309896-n,0.0,0.375,trgovac na veliko,Privrednik koji se bavi prodajom na veliko.
5676,ENG30-09882716-n,0.0,0.0,"privrednik,industrijalac",osoba koja je uključena u industrijske komercijalne poslove
5677,ENG30-10721470-n,0.0,0.5,diler,Prodavac nelegalne robe.
5678,BILI-00000972,0.125,0.25,tapkaroš,"Ulični prodavac koji kupi unapred veliki broj ulaznica za sportska takmičenja, filmske predstave, koncerte, a zatim ih prodaje po višoj ceni."
5679,ENG30-02244956-v,0.0,0.0,prodavati,Nuditi za prodaju; raditi to da bi se zaradilo za život.
5680,ENG30-02245993-v,0.0,0.5,dilovati,Prodavati nešto ilegalno.
5681,ENG30-09956035-n,0.0,0.375,diler,Dobavljač (posebno narkotika).
5682,BILI-00000936,0.0,0.375,"tapkati,tapkariti","Prodavati na ulici skuplje karte za bioskopske predstave, koncerte isl."
5683,BILI-00001079,0.0,0.0,tapkaroški,Koji se odnosi na tapkaroše.
5684,ENG30-09831962-n,0.0,0.0,loša osoba,Osoba koja nanosi štetu ili povređuje druge.
5685,ENG30-09633969-n,0.0,0.0,"prekršitelj,krivac",Osoba koja krši morlne ili zakonske norme.
5686,ENG30-09998101-n,0.0,0.375,prevarant,Neko ko Vas navodi da poverujete u nešto što nije tačno.
5687,BILI-00000291,0.0,0.375,šibicar,Mali prevarant koji na ulici vara ljude u igri sa kutijom šibica.
5688,ENG30-04100174-n,0.0,0.0,"palica,motka","Duga, tanka alatka napravljena od metala ili drveta."
5689,ENG30-04317420-n,0.375,0.0,"motka,štap",Oruđe koje čini izduženo drvo.
5690,BILI-00000977,0.0,0.25,ražanj,"Motka, drvena ili gvozdena, na koju se natiče i kojom se okreće meso nad vatrom kad se peče."
5691,ENG30-13364212-n,0.0,0.5,štedni ulog,Račun u banci na koji se dobija kamata.
5692,BILI-00001027,0.125,0.625,stara štednja,"Devizna štednja građana koja je zamrznuta faktičkim bakrotstvom banaka raspadom Jugoslavije, i koja se postepeno servisira."
5693,ENG30-04663319-n,0.125,0.0,nepažljivost,Osobina onoga ko nije obezriv prema drugima.
5694,ENG30-04663494-n,0.0,0.0,brižljivost,Kvalitet onoga ko je brižljiv i pažljiv.
5695,ENG30-00311663-a,0.25,0.0,"nepažljiv,nebrižljiv","Koga karakteriše nedotatak brige, pažnje, smotrenosti, koji nije pažljiv."
5696,ENG30-00309021-a,0.125,0.0,"brižljiv,pažljiv",Ispoljavati brigu i pokazivati pažnju.
5697,ENG30-01193714-a,0.0,0.0,"nesmotren,bezobziran,nepromišljen",Karakterisan time što slabo obraća pažnju.
5698,ENG30-04664964-n,0.0,0.0,nebrižljivost,Kvalitet onog ko nije brižljiv.
5699,ENG30-04511002-n,0.0,0.125,univerzitet,"Objekat u kome je sedište visokog obrazovanja, uključujući upravu, smeštaj kao i prostorije za istraživanje i nastavu."
5700,ENG30-04508163-n,0.25,0.25,donja odeća,Odeća koja se nosi ispod drge odeće.
5701,ENG30-04508949-n,0.0,0.125,"veš,rublje","Donja odeća koja se nosi do kože, ispod druge odeće."
5702,ENG30-02740533-n,0.0,0.5,oklopno vozilo,Vozilo koje ke zaštičeno metalnim oklopom.
5703,ENG30-04389033-n,0.125,0.125,tenk,Zatvoreno oklopno vojno vozilo; ima top i kreće se na gusenicama.
5704,ENG30-04170037-n,0.0,0.25,samohodno vozilo,Vozilo sa točkovima koje može samo sebe da pokreće.
5705,ENG30-04271148-n,0.0,0.0,ostve,Oruđe sa drškom i bodljikavim vrhom kojim se lovi riba.
5706,ENG30-02852523-n,0.0,0.125,blok,čvrst komad nečega (obično sa ravnim pravougaonim stranicama)
5707,ENG30-04233405-n,0.0,0.0,oplata,Blok koji se sastoji od debelog sloja nečega.
5708,ENG30-04230808-n,0.0,0.25,suknja,Odevni predmet koji pada od struka; nose ga uglavnom žene.
5709,ENG30-04238321-n,0.0,0.375,"rajsferšlus,zip,patent-zatvarač",Zatvarač koji spaja dva nazubljena kraja pomoću jednog klizača.
5710,ENG30-04197391-n,0.0,0.25,košulja,Odveni predmet koji se nosi na gornjem delu tela.
5711,ENG30-03595614-n,0.0,0.5,majca,Pripjena košulja koja se olači preko glave.
5712,ENG30-04103491-n,0.0,0.375,uvijeni duvan,Listovi duvana koji su uvijeni u cilindar.
5713,ENG30-03899768-n,0.0,0.375,popločano dvorište,Obično popločani spoljašnji prostor uz rezidenciju.
5714,ENG30-03417749-n,0.0,0.5,bašta,Povrtnjak ili tratina uz kuću.
5715,ENG30-04108268-n,0.0,0.5,konopac,Vrlo jaka uzica.
5716,ENG30-03829563-n,0.0,0.375,omča,Petlja napravljena od konopca pomoću kliznog čvora; sve se više steže sa povlačenjem konopca.
5717,ENG30-13868248-n,0.0,0.25,zatvorena kriva,"Kriva, na primer kružnica, koja nema krajnje tačke."
5718,ENG30-13875571-n,0.125,0.0,petlja,Bilo šta sa okruglim ili ovalnim oblikom (koji čini konopac ili gajtan itd.) što je zatvoreno ili gotovo zatvoreno.
5719,ENG30-13868371-n,0.0,0.5,"jednostavna zatvorena kriva,Žordanova kriva",Zatvorena kriva koje se ne preseca.
5720,ENG30-03791053-n,0.25,0.125,skuter,Vozilo sa malim točkovima i benzinsim motorom male snage koji pokreće zadnji točak.
5721,ENG30-03785016-n,0.125,0.5,moped,Motorbajk koji može da se pokreće padalama ili benzinskim motorom male snage.
5722,ENG30-03731164-n,0.0,0.0,"madrac,dušek","Velika debela postava napunjena elastičnim materijalom, često sadrži federe; koristi se kao krevet, ili deo kreveta."
5723,ENG30-03872495-n,0.0,0.25,"postava,štitnik",obično tanka ravna masa punjenja
5724,ENG30-03585337-n,0.25,0.0,motka sa žigom,Oruđe koje se koristi za žigosanje žive stoke.
5725,ENG30-04417809-n,0.0,0.375,"pozorište,kazalište,teatar",Zgrada u kojoj se mogu organizovati pozorišne ili filmske predstave.
5726,ENG30-03478907-n,0.125,0.125,"dvorana,sala",Velika prostorija za okupljanja i zabavu.
5727,ENG30-03478756-n,0.0,0.125,dvorana,Velika zgrada za sastanke i zabavu.
5728,ENG30-04298171-n,0.125,0.5,"stepenište,stubište",Pristupni put koji se sastoji od stepenika.
5729,ENG30-03363059-n,0.0,0.5,"stepenice,stube",Stepenište od jednog sprata do odmorišta ili do drugog sprata.
5730,ENG30-03313873-n,0.0,0.25,površ,Radna površina ili površina za udaranje nekog oruđa.
5731,ENG30-03287178-n,0.0,0.125,finalni proizvod,Ono što se na kraju proizvede.
5732,ENG30-03120029-n,0.0,0.5,"sloj,red,naslaga","U građevinarsvu, sloj građevinskog materijala."
5733,ENG30-03030663-n,0.0,0.25,"cigareta,pljuga","Fino samleveni duvan, uvijen u papir, spreman za pušenje."
5734,ENG30-08663860-n,0.0,0.375,vrh,Gornji deo nečega.
5735,ENG30-13940456-n,0.0,0.375,"vrhunac,kulminacija,vrh,klimaks,plafon",Najviši mogući nivo ili stepen.
5736,ENG30-04515129-n,0.0,0.375,"potporanj,podupirač","Vertikalni građevinski element, kao stub."
5737,ENG30-03073977-n,0.125,0.125,"stub,stup","U arhitekturi, visoki valjkasti objekat, vertikalno postavljen koji podupire neku strukturu."
5738,ENG30-02956247-n,0.0,0.375,kapitel,Gornji deo stuba koji podržava gornji deo zida.
5739,ENG30-03074380-n,0.0,0.375,stub,"Vertikalna struktura koja samostalno stoji i ništa ne podržava, kao spomenik."
5740,ENG30-02955065-n,0.0,0.25,"kapak,pokrov",Nešto što služi kao prekrivač ili zaštitnik.
5741,ENG30-04081281-n,0.0,0.375,restoran,Zgrada gde ljudi jedu.
5742,ENG30-04395875-n,0.0,0.125,"gostionica,krčma,kavana,kafana",Zgrada u kojoj je bar koji ima dozvolu da služi alkoholna pića.
5743,ENG30-04018399-n,0.0,0.0,pab,Gostionica koja se sastoji od bara i trpezarije gde se služe laka jela.
5744,ENG30-03414162-n,0.25,0.0,sportska oprema,Oprema ili pribor koji se koristi u sportu.
5745,ENG30-03442756-n,0.0,0.5,"gol,vrata",Sportska oprema koja se sastoji od mesta ka kome igrači nastoje da usmere loptu ili pak da bi ostvarili pogodk.
5746,ENG30-03443149-n,0.0,0.375,"stativa,vratnik",Jedan od para stubova (obično povezanih prečkom) koji se postvljaju kao gol na kraveima terena.
5747,ENG30-02789271-n,0.0,0.375,prečka,"Prepreka, obično metalna, koja se stavlja na vrh gola."
5748,ENG30-03383646-n,0.0,0.125,"kovačnica,kovačka radionica",Radno mesto na kome se oblikuje metal pomoću toplote uz upotrebu čekića.
5749,ENG30-02725872-n,0.0,0.25,nakovanj,Težak metalni ili gvozdeni blok na kome se čekićem oblikuje vrući metal.
5750,ENG30-07994331-n,0.0,0.0,"stado,krdo",Grupa krupne stoke ili ovaca ili neke druge domaće životinje (sisata) iste vrste koje čuvaju ljudi.
5751,ENG30-07991169-n,0.0,0.125,"stado,krdo",Grupa ovaca ili koza.
5752,ENG30-03782929-n,0.0,0.5,aba,Gruba tkanina čije tkanje nalikuje košari.
5753,ENG30-02155872-n,0.0,0.125,zub,"Struktura nalik zubima kod bezkičmenjaka koja se nalazi u usnoj duplji, u probavnom kanalu ili ljušturi."
5754,ENG30-01955318-n,0.0,0.5,"pipak,ticalo",Tkivo kojim se neki mekušci prihvataju za stene.
5755,ENG30-01902877-n,0.0,0.5,"krljušt,ljuska","Tvrde, rožnate pločice koje pokrivaju telo mnogih životinja."
5756,ENG30-01887896-n,0.0,0.375,tele,Mladunče domaće životinje - krave.
5757,ENG30-01260556-n,0.0,0.25,ludovanje,Žestoka i uzbudljiva aktivnost.
5758,ENG30-01242164-n,0.125,0.25,radnički protest,Prolazna akcija radnika u znak protesta protiv odluke uprave ili da bi se postavili neki zahtevi.
5759,ENG30-01243674-n,0.0,0.5,"štrajk,obustava rada",Prekid rada grupe radnika u znak protesta zbog niskih plata ili loših uslova rada.
5760,ENG30-01227495-n,0.375,0.125,milosrđe,Ublažavanje patnje; pokazivanje velike dobrote prema izmučenima.
5761,ENG30-01232091-n,0.0,0.0,"zasedanje,sesija",Sastanak posvećen određenoj aktivnosti.
5762,ENG30-01225027-n,0.0,0.125,uvreda,Namerno uvredljiv čin ili nešto što vređa.
5763,ENG30-01224031-n,0.0,0.125,"neučtivost,vređanje",Manjak uljudnosti; nepokazivanje poštovanja prema drugima; povređivanje osećanja drugih.
5764,ENG30-01215392-n,0.0,0.0,odobravanje,Formalni čin pružanja podrške.
5765,ENG30-01213886-n,0.0,0.0,"potpora,podrška",Čin pružanja odobravanja i podrške.
5766,ENG30-01185981-n,0.0,0.75,"poništexne,preinačenje",Presuda višeg suda po kojoj je presuda nišeg suda bila pogrešna i treba je poništiti.
5767,ENG30-08441203-n,0.125,0.125,"jurisprudencija,pravo",Skup pravila koja nameće autoritet.
5768,ENG30-01169744-n,0.0,0.125,"konfrontacija,sukob",Čin kojim se suprotstavljene grupe konfrontiraju.
5769,ENG30-01133281-n,0.0,0.0,"upravljanje,rukovođenje",Čin upravljanja nečim.
5770,ENG30-00694866-n,0.0,0.375,"nadgledanje,raspoređivanje","Metod za rešavanje stvari, posebno poslovnih."
5771,ENG30-01138670-n,0.0,0.25,ovlašćivanje,"Čin kojim se prenosi pravo, dopuštenje ili formalna punomoć."
5772,ENG30-01086081-n,0.0,0.0,"poklanjanje,darivanje",Čin davanja.
5773,ENG30-01085793-n,0.0,0.375,davanje,Raspodela svog vlasništva.
5774,ENG30-01039925-n,0.625,0.0,osvećenje,Crkveni obred kojim se nešto čini svetim.
5775,ENG30-01028082-n,0.125,0.0,crkveni obred,Ceremonija koja ima versko značenje.
5776,ENG30-01040646-n,0.25,0.0,posvećivanje,Čin kojim se nešto posvećuje tako što se kroz neki crkveni obred izdvaja kao posvećeno Bogu.
5777,ENG30-01028655-n,0.0,0.0,obožavanje,Čin kojim se nešto obožava.
5778,ENG30-01029114-n,0.0,0.0,"obožavanje,uzdizanje,apoteoza",Uzdizanje osobe do statusa Boga.
5779,ENG30-01023636-n,0.125,0.375,procedura,Način na koji se vodi pravni i skupštinsi postupak.
5780,ENG30-00972621-n,0.0,0.25,"napad,napadaj,nasrtaj,navala","Ofanziva protiv neprijatelja, korišćenjem oružja."
5781,ENG30-00129743-n,0.0,0.125,nasilje,"Čin agresije, recimo prema osobi koja se odupire."
5782,ENG30-00964569-n,0.0,0.75,"napad,agresija",Nasilna radnja koja je neprijateljska i obično neizazvana.
5783,ENG30-00767826-n,0.0,0.625,"nasrtaj,fizički napad",Nameran fizički nasrtaj ili premlaćivanje koji uzrokuje nezakonito nasilje prema drugoj osobi.
5784,ENG30-00959992-n,0.125,0.0,"manevar,vojna vežba",Velika vojna vežba u cilju obuke.
5785,ENG30-00955060-n,0.125,0.0,"operacija,vojna operacija,vojna dejstva","Aktivnost suvozemnih ili pomorskih snaga, kao što su manevar ili kampanja."
5786,ENG30-00959376-n,0.0,0.5,"okršaj,sukob,čarka",Manja kratkotrajna bitka.
5787,ENG30-00947596-n,0.0,0.125,igra,Korišćenje ili vežba.
5788,ENG30-00900375-n,0.0,0.375,"vizuelizacija,vizuelno predstavljanje","Vizuelno predstavljanje, recimo fotografijom ili slikom."
5789,ENG30-00903559-n,0.125,0.0,fotografisanje,Čin pravljenja fotografija.
5790,ENG30-04892084-n,0.0,0.125,"visprenost,pronicljivost",Sposobnost da se vispreno procene situacije ili okolnosti i da se izvuku čvrsti zaključci.
5791,ENG30-00875246-n,0.0,0.0,procena,Ocena kvaliteta nečega ili nekoga.
5792,ENG30-00756919-n,0.0,0.125,pad,Tonjenje u greh; gubitak nevionosti ili čednosti.
5793,ENG30-13464204-n,0.0,0.375,"nazadovanje,pogoršanje",Proces promene u niže stanje.
5794,ENG30-00742645-n,0.125,0.0,"traćenje,rasipanje","Beskorisna aktivnost; koristiti, rasipati ili trošiti bez razmišljana i neodgovorno."
5795,ENG30-00168237-n,0.125,0.0,"manevar,taktički potez",Potez učinjen da se ostvari neki taktički cilj.
5796,ENG30-00516086-n,0.0,0.5,"svetkovina,svečanost",Javno prikazivanje svečane zakletve ili svečana ceremonija sa prigodnim ritualom.
5797,ENG30-00514041-n,0.0,0.375,psina,Neljubazna i agresivna šala.
5798,ENG30-00427580-n,0.125,0.125,"lakrdija,šala,šega,majmunisanje",Apsurdan ili groteskan čin učinjen iz zabave.
5799,ENG30-00488225-n,0.0,0.375,kartaška igra,Igra koja se igra sa kartama.
5800,ENG30-00413239-n,0.0,0.375,običaj,Prihvaxena ili ustaljena praksa.
5801,ENG30-00414179-n,0.0,0.125,navika,Obrazac ponašanja stečen čestim ponavljanjem.
5802,ENG30-07351612-n,0.0,0.375,skretanje,Kretanje u novom pravcu.
5803,ENG30-00346693-n,0.0,0.25,"okretanje,obrat",Okretanje u suprotnom smeru.
5804,ENG30-00345641-n,0.0,0.0,"obrtaj,okret",Čin obrtanja ili izvrtanja.
5805,ENG30-07411160-n,0.0,0.375,obrtanje,Okretanje u suprotnom pravcu.
5806,ENG30-00345454-n,0.0,0.5,uvrtanje,Okretanje ili uvrtanje u mestu.
5807,ENG30-00329819-n,0.125,0.0,"prelivanje,izlivanje",Veliki tok.
5808,ENG30-00307631-n,0.0,0.125,vožnja,Putovanje prevoznim sredstvom kojim upravlja neko drugi.
5809,ENG30-00295701-n,0.0,0.0,"put,putovanje",Čin odlaženja iz jednog mesta u drugo.
5810,ENG30-00306426-n,0.0,0.0,putovanje,Čin putovanja iz jednog mesta u drugo.
5811,ENG30-00308370-n,0.125,0.0,obilazak,"Putovanje koje ima cilj i, obično, uključje povrata."
5812,ENG30-00136329-n,0.0,0.25,šutiranje,Čin zadavanja udarca nogom.
5813,ENG30-00116376-n,0.0,0.0,podizanje,Čin kojim se nešto podiže.
5814,ENG30-00034574-n,0.25,0.0,"dobrota,dobro delo",Čin kojim se čini neko dobro delo.
5815,ENG30-14485673-n,0.0,0.25,?shot,Šansa da se nešto uradi.
5816,ENG30-10150071-n,0.0,0.125,pazitelj,Osoba koja drži stražu nad nečim ili nekim.
5817,ENG30-08208016-n,0.0,0.125,"sastav,ljudi",Grupa ljudi koji su spremni da se povinuju naređenjima.
5818,ENG30-08198137-n,0.25,0.125,vojna služba,Grupa koja je deo oružanih snaga.
5819,ENG30-15116283-n,0.0,0.5,geološko vreme,"Vreme fizičkog formiranja i razjoa Zemlje, posebno pre nastanka čoveka."
5820,ENG30-05697135-n,0.0,0.125,"sigurnost,uverenost","Stanje u kome je neko siguran, uveren u nešto."
5821,ENG30-00336831-a,0.0,0.0,"siguran,uveren",Kod koga nema osećanja nesigurnosti ili kolebanja; pouzdan i ubeđen
5822,ENG30-00337404-a,0.0,0.0,"nesiguran,neuveren",Kome nedostaje ili ko pokazuje nedostatak uverenosti ili ubeđenja.
5823,ENG30-07292694-n,0.125,0.25,rezultat,Nešto što rezultira iz nečega.
5824,ENG30-01008378-n,0.0,0.375,organizacija,razmeštanje ili raspoređivanje ljudi ili stvari pravilno i uredno
5825,ENG30-06684383-n,0.0,0.375,obaveza,"Poruka kojom se daje obećanje, pruzima da izvrši."
5826,ENG30-00719494-n,0.0,0.0,"dužnost,obaveza",Posao koji ste u obavezi da uradite zbog moralnih ili zakonskih razloga.
5827,ENG30-15116724-n,0.0,0.25,kosmičko vreme,Vreme koje pokriva fizičko stvaranje i razvoj univerzuuma.
5828,ENG30-00038262-n,0.0,0.375,put,Način vršenja radnje.
5829,ENG30-03144592-n,0.0,0.875,kocka,Blok koji ima priblixno oblik kocke.
5830,ENG30-00786195-n,0.125,0.0,"nastojanje,pregnuće,pokušaj",Ozbiljna i svesna aktivnost s ciljem da se nešto postigne.
5831,ENG30-00621627-n,0.125,0.125,"trud,napor,znoj",Korišćenje fizičke i li mentalne energije; težak rad.
5832,ENG30-00636921-n,0.0,0.375,istraživanje,Sistematsko ispitivanje da bi se utvrdile činjenice.
5833,ENG30-00641820-n,0.0,0.375,naučno istraživanje,Istraživanje pitanja koje postavljaju naučne teorije i hipoteza.
5834,ENG30-01012360-n,0.125,0.125,grupisanje,Aktivnost kojom se stvari okupljaju u grupe.
5835,ENG30-01229938-n,0.0,0.0,okupljanje,Društveni čin okupljanja
5836,ENG30-07975026-n,0.0,0.0,"skupina,skup,okupljanje",Grupa ljudi zajedno na jednom mestu.
5837,ENG30-01014066-n,0.0,0.0,"okupljanje,skupljanje",Čin kojim se neke stvari okupljaju.
5838,ENG30-01098698-n,0.0,0.0,finansije,Poslovna aktivnost pribavljanja novca i kapitala.
5839,ENG30-13980845-n,0.0,0.0,"konflikt,suprotstavljenost","Stanje u kome su ljudi, ideje ili interesi suprotstavljeni."
5840,ENG30-00958896-n,0.0,0.5,"konflikt,bitka,borba",otvoreni sukob dve suprotstavljene grupe
5841,ENG30-13982357-n,0.0,0.125,nesaglasnost,"Suprotstavljenost ljudskih mišljenja, akcija ili karaktera."
5842,ENG30-06205154-n,0.0,0.375,netolerantnost,Nespremnost da se prepoznaju i poštuju rezlike u mišljenjima ili verovanjima.
5843,ENG30-06204406-n,0.0,0.625,tolerantnost,Spremnost da se prepoznaju i poštuju verovanja i običaji drugih ljudi.
5844,ENG30-05098942-n,0.125,0.125,fizička veličina,Fizička veličina nečega (koliko je veliko).
5845,ENG30-01391351-a,0.0,0.125,"mali,malen","Ograničen ili ispod proseka po broju, količini, veličini ili opsegu."
5846,ENG30-07325190-n,0.0,0.5,početak,Sa čime nešto počinje.
5847,ENG30-00788766-n,0.0,0.125,"naprezanje,napregnuće",Trud pun napora za postizanje cilja.
5848,ENG30-13873361-n,0.0,0.5,?oblong,Figura u ravni koja odstupa od kvadrata ili kruga zahvaljujući izduživanju.
5849,ENG30-13821408-n,0.0,0.125,fokusni odnos,Odnos dužine fokusa prema prečniku sistema sočiva u kameri.
5850,ENG30-05815517-n,0.0,0.125,"područje,sfera",predmet proučavanja
5851,ENG30-05999134-n,0.0,0.5,"polje,krug",Područje znanja ili interesovanja.
5852,ENG30-07492516-n,0.0,0.375,spokojstvo,Osećaj odsustva briga ili razočarenja.
5853,ENG30-02814533-n,0.0,0.25,kombi,"Četvorotočkaš koji ima dugačko telo, zadnja vrata i protor iza zadnjeg sedišta."
5854,ENG30-01419050-a,0.0,0.375,mikroskopski,Suviše mali da bi mogao da se vidi bez mikroskopa.
5855,ENG30-01388809-a,0.0,0.125,makroskopski,Dovoljno velik da bi se video golim okom.
5856,ENG30-01513050-a,0.0,0.5,"užasan,grozan",Intenzivno ili preterano loš ili neprijatan po kvalitetu ili stepenu.
5857,ENG30-02737569-v,0.0,0.5,spadati,Biti klasifikovan sa nečim drugim.
5858,ENG30-02699941-v,0.0,0.125,"priličiti,pasirati",Slagati se ili biti u skladu.
5859,ENG30-02734952-v,0.0,0.25,opterećivati,"Nešto što je preteće, tegobno, depresivno."
5860,ENG30-02734338-v,0.0,0.0,ležati,Biti i ostajati u određenom stanju ili uslovu.
5861,ENG30-02729632-v,0.0,0.25,porediti se,Biti uporediv.
5862,ENG30-02726884-v,0.0,0.125,predstojati,Nešto što će se uskoro desiti ili neposredno nailazi.
5863,ENG30-02722663-v,0.0,0.5,postaviti,Uvesti problem ili pitanje koje treba da se reši.
5864,ENG30-00699815-v,0.0,0.5,"odrediti,ustanoviti",Utvrditi konačno ili merodavno.
5865,ENG30-02716767-v,0.0,0.375,"praviti društvo,pratiti",Biti nečiji pratilac.
5866,ENG30-02735282-v,0.0,0.125,"odgovarati,pasati",Biti prihvatljiv ili odgovarajući.
5867,ENG30-00956687-v,0.0,0.0,"okarakterizirati,okarakterisati,odrediti","Opisati karakteristike, kvalitete ili osobenosti nečega."
5868,ENG30-00651991-v,0.0,0.0,"odlikovati,praviti razliku","Biti distingtivno svojstvo, osobina ili crta; ponekad u veoma pozitivnom smislu."
5869,ENG30-02697950-v,0.0,0.0,karakterisati,Predstavljati karakteristiku nečega.
5870,ENG30-02693691-v,0.0,0.25,biti nasuprot,biti nasuprot nečem drugom.
5871,ENG30-02677567-v,0.0,0.375,"uključivati,uvlačiti",Angažovanje nekog kao učesnika.
5872,ENG30-00717358-v,0.0,0.125,"reagovati,odgovoriti",Ispoljiti odgovor ili reakciju na nešto.
5873,ENG30-02702830-v,0.0,0.125,odgovarati,Biti nekome prihvatljiv ili odgovarajući.
5874,ENG30-02144644-v,0.0,0.375,"žigosati,obeležiti",jasno otkrivati karakter nečega
5875,ENG30-02675935-v,0.0,0.25,pokrivati,Obezbeđivati finansijski.
5876,ENG30-03106722-n,0.0,0.375,rebrasti somot,Sečena vlaknasta tkanina sa uspravnim rebrima; obično napravljena od pamuka.
